,SolarGeneration,lag1,lag2,seasonal_21,seasonal_22,seasonal_23
2020-01-01 06:00:00,0.125,,,,,
2020-01-01 07:00:00,0.4375,0.125,,,,
2020-01-01 08:00:00,1.7070249999997031,0.4375,0.125,,,
2020-01-01 09:00:00,3.402350000000297,1.7070249999997031,0.4375,,,
2020-01-01 10:00:00,4.771475000001374,3.402350000000297,1.7070249999997031,,,
2020-01-01 11:00:00,5.736325000001671,4.771475000001374,3.402350000000297,,,
2020-01-01 12:00:00,1.542974999996659,5.736325000001671,4.771475000001374,,,
2020-01-01 13:00:00,0.0,1.542974999996659,5.736325000001671,,,
2020-01-01 14:00:00,4.533200000001671,0.0,1.542974999996659,,,
2020-01-01 15:00:00,5.50197499999922,4.533200000001671,0.0,,,
2020-01-01 16:00:00,4.539049999999406,5.50197499999922,4.533200000001671,,,
2020-01-01 17:00:00,3.105475000000297,4.539049999999406,5.50197499999922,,,
2020-01-01 18:00:00,1.5644499999980326,3.105475000000297,4.539049999999406,,,
2020-01-01 19:00:00,0.4472750000022643,1.5644499999980326,3.105475000000297,,,
2020-01-01 20:00:00,0.0683499999977357,0.4472750000022643,1.5644499999980326,,,
2020-01-01 21:00:00,0.0,0.0683499999977357,0.4472750000022643,,,
2020-01-01 22:00:00,0.0,0.0,0.0683499999977357,,,
2020-01-01 23:00:00,0.0,0.0,0.0,,,
2020-01-02 00:00:00,0.0,0.0,0.0,,,
2020-01-02 01:00:00,0.0,0.0,0.0,,,
2020-01-02 02:00:00,0.0,0.0,0.0,,,
2020-01-02 03:00:00,0.0,0.0,0.0,0.125,,
2020-01-02 04:00:00,0.0,0.0,0.0,0.4375,0.125,
2020-01-02 05:00:00,0.0,0.0,0.0,1.7070249999997031,0.4375,0.125
2020-01-02 06:00:00,0.0273250000027474,0.0,0.0,3.402350000000297,1.7070249999997031,0.4375
2020-01-02 07:00:00,0.41212499999892316,0.0273250000027474,0.0,4.771475000001374,3.402350000000297,1.7070249999997031
2020-01-02 08:00:00,1.6875,0.41212499999892316,0.0273250000027474,5.736325000001671,4.771475000001374,3.402350000000297
2020-01-02 09:00:00,3.332024999999703,1.6875,0.41212499999892316,1.542974999996659,5.736325000001671,4.771475000001374
2020-01-02 10:00:00,4.621100000000297,3.332024999999703,1.6875,0.0,1.542974999996659,5.736325000001671
2020-01-02 11:00:00,5.552725000001374,4.621100000000297,3.332024999999703,4.533200000001671,0.0,1.542974999996659
2020-01-02 12:00:00,6.115249999998923,5.552725000001374,4.621100000000297,5.50197499999922,4.533200000001671,0.0
2020-01-02 13:00:00,4.654274999997142,6.115249999998923,5.552725000001374,4.539049999999406,5.50197499999922,4.533200000001671
2020-01-02 14:00:00,6.003900000003341,4.654274999997142,6.115249999998923,3.105475000000297,4.539049999999406,5.50197499999922
2020-01-02 15:00:00,5.423824999998033,6.003900000003341,4.654274999997142,1.5644499999980326,3.105475000000297,4.539049999999406
2020-01-02 16:00:00,4.515625,5.423824999998033,6.003900000003341,0.4472750000022643,1.5644499999980326,3.105475000000297
2020-01-02 17:00:00,2.990249999998923,4.515625,5.423824999998033,0.0683499999977357,0.4472750000022643,1.5644499999980326
2020-01-02 18:00:00,1.5566250000010768,2.990249999998923,4.515625,0.0,0.0683499999977357,0.4472750000022643
2020-01-02 19:00:00,0.5429750000002969,1.5566250000010768,2.990249999998923,0.0,0.0,0.0683499999977357
2020-01-02 20:00:00,0.10547500000029685,0.5429750000002969,1.5566250000010768,0.0,0.0,0.0
2020-01-02 21:00:00,0.0,0.10547500000029685,0.5429750000002969,0.0,0.0,0.0
2020-01-02 22:00:00,0.0,0.0,0.10547500000029685,0.0,0.0,0.0
2020-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-03 03:00:00,0.0,0.0,0.0,0.0273250000027474,0.0,0.0
2020-01-03 04:00:00,0.0,0.0,0.0,0.41212499999892316,0.0273250000027474,0.0
2020-01-03 05:00:00,0.0,0.0,0.0,1.6875,0.41212499999892316,0.0273250000027474
2020-01-03 06:00:00,0.03514999999970313,0.0,0.0,3.332024999999703,1.6875,0.41212499999892316
2020-01-03 07:00:00,0.4609249999994063,0.03514999999970313,0.0,4.621100000000297,3.332024999999703,1.6875
2020-01-03 08:00:00,1.4824250000019674,0.4609249999994063,0.03514999999970313,5.552725000001374,4.621100000000297,3.332024999999703
2020-01-03 09:00:00,2.8515749999969557,1.4824250000019674,0.4609249999994063,6.115249999998923,5.552725000001374,4.621100000000297
2020-01-03 10:00:00,4.123050000001967,2.8515749999969557,1.4824250000019674,4.654274999997142,6.115249999998923,5.552725000001374
2020-01-03 11:00:00,4.93552500000078,4.123050000001967,2.8515749999969557,6.003900000003341,4.654274999997142,6.115249999998923
2020-01-03 12:00:00,5.29884999999922,4.93552500000078,4.123050000001967,5.423824999998033,6.003900000003341,4.654274999997142
2020-01-03 13:00:00,5.542949999999109,5.29884999999922,4.93552500000078,4.515625,5.423824999998033,6.003900000003341
2020-01-03 14:00:00,5.529300000001967,5.542949999999109,5.29884999999922,2.990249999998923,4.515625,5.423824999998033
2020-01-03 15:00:00,5.027349999996659,5.529300000001967,5.542949999999109,1.5566250000010768,2.990249999998923,4.515625
2020-01-03 16:00:00,4.095700000001671,5.027349999996659,5.529300000001967,0.5429750000002969,1.5566250000010768,2.990249999998923
2020-01-03 17:00:00,2.8964750000013737,4.095700000001671,5.027349999996659,0.10547500000029685,0.5429750000002969,1.5566250000010768
2020-01-03 18:00:00,1.4785249999986263,2.8964750000013737,4.095700000001671,0.0,0.10547500000029685,0.5429750000002969
2020-01-03 19:00:00,0.5449249999983294,1.4785249999986263,2.8964750000013737,0.0,0.0,0.10547500000029685
2020-01-03 20:00:00,0.08592500000304426,0.5449249999983294,1.4785249999986263,0.0,0.0,0.0
2020-01-03 21:00:00,0.0,0.08592500000304426,0.5449249999983294,0.0,0.0,0.0
2020-01-03 22:00:00,0.0,0.0,0.08592500000304426,0.0,0.0,0.0
2020-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-04 03:00:00,0.0,0.0,0.0,0.03514999999970313,0.0,0.0
2020-01-04 04:00:00,0.0,0.0,0.0,0.4609249999994063,0.03514999999970313,0.0
